,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48
GARI,0.13738886096034608,0.14930355774896514,-0.12041714376719478,-0.000128397674124924,-0.1994190770023096,0.19984742794076074,-0.017485573802921858,0.11717674529378307,-0.015579801448248264,-0.22615844927514928,0.16521875428230948,-0.15326075344547216,0.1347598915890027,-0.19421386555549544,-0.0013582411899597,-0.2063876149527999,0.020795455354832806,0.029259280346252237,-0.21590016753260777,0.014971190636960808,-0.04654276903671031,0.10257701565247455,-0.1464186626520299,-0.09258703710730427,-0.050502977539689325,-0.14639116190565804,-0.04762445033905891,0.1852695909953977,0.10241597014550634,-0.07363067614192277,0.04153136794488414,-0.038292822514650215,0.33403013396609904,0.2311395053122379,0.020437616619087093,0.036473391250199744,-0.014924536797323777,0.13018365025286202,-0.12999987112243722,0.24291758994117543,-0.24656411301640513,0.17780687107809823,0.21200657157671407,-0.1603476808498034,-0.09692515546571269,0.16717564519692163,-0.06003115591986504,-0.08180108260824691
RCRI,0.12246703862691291,0.1935810599054764,0.2003401442416819,0.09006270323033104,-0.021155978930254116,-0.06191131386089951,0.03646484500208617,-0.07922265205589654,-0.02194534348139362,-0.008943832874486487,0.15812461113986756,-0.01897394763913413,0.014312280944157426,-0.11427080649673646,-0.04255809899079806,-0.06816650597414856,0.3021552708479212,0.1339660570402376,0.04362557543514225,-0.08972105794225851,0.07603589311732736,-0.027899649350971476,0.39090523213034567,0.12852146449837965,-0.05558707407757094,-0.028581782361574725,-0.18127276475374376,0.33003331014288306,0.3264905731360357,-0.16042884161433998,-0.004571944593233763,0.06494711536308885,-0.1842192931824757,-0.15072723222290677,0.06340355727759958,-0.018329844919395648,0.29825810470497865,-0.19541527145442036,-0.013200427020726564,0.03490248879712878,-0.051834036057597656,0.057215345007400796,0.0047708021655834335,0.12677254896636594,0.11908485833651661,-0.02891057438284077,-0.0807723032959641,-0.037175492468446855
ACIX,0.14719910021556837,0.14188483619702907,-0.17547407825636982,0.09014336647218467,-0.19689113032378416,-0.004496479779126349,-0.030451941306645525,0.243557811710262,0.06672315880666056,-0.0844236394977475,-0.14986110065899222,0.1390915637625689,0.05969462608452053,0.14212227543764697,0.06529495184763141,0.24954166767944472,0.038130033185148265,0.11213475677213726,0.0621895520181643,-0.14372793706970297,0.14074841812744465,-0.0733112668208814,-0.07900441140096448,-0.10162500837287465,-0.13091131723798477,-0.10508159448703083,0.003905706369837417,0.009203199220556773,0.06303082180046896,-0.008153886678843198,0.27328296096067733,0.051091917403223185,0.07583579322312514,-0.134915011665488,0.10630925265855169,0.0005318994059840835,-0.01450631588084587,-0.11220188876428201,0.20543919031596947,-0.04256804253679045,0.06482964527101549,0.01967063238555675,-0.08476972806779155,-0.1553084581203595,0.2626818207862523,0.3298711352329928,0.24421182188934085,0.32888473852839495
CCNS,0.11653205819966515,0.07941285742815192,-0.03039655611811871,0.20398834456660547,-0.05324665147163584,0.2354093700232128,-0.1279116408356312,-0.2229184792381027,0.25842027406768003,0.4057703746229407,0.027874247791406424,-0.10687090637043833,-0.042637555682051985,0.006457851426773777,-0.10971351749113518,0.20875368963390112,-0.06028868244191949,0.27102122886653773,0.1671101316029764,-0.0309746552549852,-0.24578977121127024,-0.07770029083673631,0.10767896813547397,-0.12861237476403894,0.06327876928712198,0.2547335004129742,0.07515487059507146,0.05453831323973163,-0.23622447801182267,-0.15055859066962443,-0.022553283099272823,-0.03323432837317459,0.21048426898550868,0.009119144744433363,0.01358680055980077,-0.017991179840609276,0.05289427458453685,-0.0997676570853329,-0.031012040665375086,-0.02260458672499281,-0.07356374850758286,0.257764587033819,0.03150194631469339,-0.0826347723455176,-0.008116352812737837,-0.03302631839190157,-0.06301924580228417,0.061700754355405785
MTNS,0.15836085813594716,-0.15385731250649418,0.02469142915248002,0.10660412010591751,0.14681988596952755,0.02062312360685572,-0.041050500829926284,0.08016355397453007,-0.05868842050630109,-0.12907306660133422,-0.011949116734561557,0.009502514070435477,-0.17347598633919492,-0.07328948221556361,0.01857525475072422,-0.08197205825872482,-0.0336310824423728,0.18128704919154215,-0.03932937075769182,-0.05630021853837748,0.28871468353001994,-0.1493485091244459,0.05741159248613591,-0.005769155778972069,0.09342102177637879,0.2603805772303464,0.0469964690706325,0.24337957178136738,-0.2160868067885382,0.13346179964832908,0.02492153244885124,-0.20412916098301986,-0.05424348248749761,0.10009891081710355,-0.07252026870432239,0.2186180152987532,0.03668456308954644,0.17792408129328005,-0.31264643246719664,-0.15137431787462674,-0.2742434744896571,-0.14422040239550296,0.04831360698845618,0.13279914473292753,0.08153531711783872,0.010425089985806034,0.24207899421885537,0.21874771112377694
IHOZ,0.15611467053635686,-0.19023600996527185,-0.030016035745038434,-0.036528645123934125,-0.029240554144953124,-0.028042621766773898,0.23384494540925263,0.024237418454547174,0.08365993331634759,-0.05385580436232449,-0.012825045590987683,-0.16784055716126853,-0.0536856824792771,0.10957847021934955,-0.12926958986395504,-0.05153222115097666,0.06914196963437441,-0.09022542594433577,0.0445818531156429,0.0652789843775974,0.11235022756261163,-0.11656698090901506,0.23383720322940968,-0.23629513333513127,-0.13063012544701033,-0.14400825572665385,0.06969054189029976,0.18205862731663006,-0.12131019125599506,-0.01675660183672474,-0.0631656218525098,-0.03666485288800268,0.20392436082453835,0.2122370863259951,-0.06311905472092788,0.1579232334440184,-0.01875802775298033,0.13133375666094224,0.10442287543461824,0.0176355300813226,0.33183133848238805,0.030444455186845833,-0.1335608490269832,0.10312567508690756,0.33674090448243116,0.04998579013011787,-0.2174210125343196,-0.11179802058726605
NAYO,0.0965881375754112,0.21230298167821995,0.3425065133381509,-0.004509225795333477,-0.06587760338592774,0.06430649200678895,0.02618079955816031,0.18977880555074442,-0.12431682487882985,0.1129162150176467,-0.14393167777143018,-0.09533422815119083,-0.024498150037554494,0.04817255169747263,-0.14778473619571095,0.15176083112490138,-0.15150680341946035,0.10153296630693937,-0.08541571859326663,-0.10368818344072953,-0.07933376564092683,0.10008071894565448,-0.010975738994203106,0.11447671823926452,0.00846975739986099,0.047559283270019646,-0.039524673224147384,0.04007208947520545,0.13920130099276848,0.12042512669585498,0.08054489055612515,-0.21079088750048966,0.12224680415182053,0.20660484186627068,-0.02012015242429536,0.1052064653189166,-0.22963434505740554,-0.025327209862533468,0.08275385229406552,0.27273701697879404,0.1769710380710339,-0.20027338835073885,-0.028972996156098375,0.052528891936616744,0.0026873529700318483,-0.3811429296214614,-0.06926557756436179,0.18838375795744008
FWWG,0.15326898579924733,0.08508142964331997,-0.12610642228789265,0.24316340179688367,-0.08849338293570423,-0.1873510005323799,0.004028600217900554,-0.12147274511417668,0.0712413560682063,0.11247444492002492,-0.1676901488043189,-0.004785811237839704,0.12891201702865626,0.21193613373858633,0.13214996228846146,-0.14041957978775166,0.04467158203267229,-0.17707385725979366,-0.007998066774957173,-0.15119911840131697,-0.017153656956660948,0.008225921904692006,-0.04228798196201528,0.09718970916518442,0.04327157257995327,0.11226063020782694,0.058813570965200665,-0.028599690183223062,-0.008823394827538664,-0.008682988359933955,0.04677620593141777,0.05822709884165714,-0.1603494261646744,0.29399878525875855,0.22523134506569034,0.04494967849142618,0.17624703247479737,0.06791246363454412,-0.23029757575010568,0.1707784829965303,0.3525211086774454,0.04100669808370428,0.23290982996172285,0.17021761110547004,-0.24802948968886718,0.13478650979535342,0.0704625986242665,0.0885720178266299
EELT,0.10920881844036624,0.19460596836186256,0.2866462661511528,-0.02186933516001743,0.020373293435906697,0.08890990262928206,0.16227202148354178,-0.11416324817705235,0.1427182447426727,-0.005945635478322338,-0.029843169642181738,-0.07192542562386207,-0.03440935545900083,0.07473134655238522,-0.04643260630880266,0.11701648399689173,0.1553765988658908,-0.1146810130269667,-0.10646008455293349,-0.18957625917088494,0.10580756012651178,0.11100898930161791,-0.23565523460010543,-0.25843695049557375,0.21302470762677128,-0.14110744504377143,0.02266804885761428,-0.05768057011771117,-0.05668045134762409,-0.3098619457612337,-0.14153779408645717,-0.2779639453231442,-0.06771942664062962,0.02833656034291729,-0.020012164946989895,-0.08941707359616465,0.09463131919726855,0.05757533507362279,-0.0407398577803753,-0.26334872452587993,0.08256251095327309,-0.1969068281261107,0.03112970713956129,-0.09835873374551612,0.024411989255275185,0.062908928387099,0.18225290165488314,-0.23359389574052938
HRND,0.1062774104373862,0.12023007217615417,-0.11986436261146169,-0.21851403614569234,-0.24777607823848047,-0.06018169312938444,0.3927900272410053,0.012800202212568109,0.1411151765663261,-0.1806788817539284,-0.09864864157488662,-0.2247119052544784,-0.013470111103598907,-0.12000031241298678,-0.11659487225942801,0.0457101655283795,0.046270172121504326,0.0016958601853731745,-0.0694179532161207,-0.22790696474055938,-0.17419249771135897,-0.16216739060613794,-0.018993785795580947,0.17079931092918804,-0.14275455228656903,0.22477504424434996,0.07475719431450997,-0.19544377636866545,-0.12689102689405185,0.10311244029643642,-0.2669914395653791,0.09847720175237933,-0.20334617786074957,-0.03297950188870753,0.0031522960247134736,0.1399280479192033,-0.0974104234747211,-0.11111063715386348,0.09893656859413882,-0.07546604484819991,-0.1909385919897278,0.05572292912066798,0.15156345582178202,0.026989274003790757,0.049369323687036865,-0.011681087054042114,0.0009111922622029729,-0.013381330471121678
AETS,0.1057228834727589,0.1083211348178663,-0.15242376673712055,-0.02772425800916074,0.23955439802141154,0.018012815687739995,0.18095175794423576,0.15361194574047843,-0.38095498722795995,0.07384650159036989,-0.05271217504091274,0.02955086216605384,0.14164120395697335,-0.005652669773341756,-0.2996455893255767,0.08704177020332834,0.10315166792505868,-0.0791550414297163,0.47260978257295766,-0.08206465230477404,-0.12490703169662405,-0.039603929684286464,-0.17628283625363703,-0.23304062767195127,0.18084300354197064,-0.08697569545297545,-0.0009493432498762542,0.08499139609197966,-0.04372015876420777,0.06643242128279547,-0.05868416340540469,0.1596138405389384,-0.05974316567513258,0.05361683867596529,-0.025564623657644926,-0.14619933864621756,0.034749633412139706,0.0535134045502021,-0.08502760535870087,0.1427332389358481,-0.1769603881025631,0.03795502270798159,-0.06660771948907088,0.14725229410785212,-0.02365741420042539,0.014148855554720202,0.015248143545484254,-0.011340464562457629
ULXY,0.10731993378158623,-0.13598547166588745,0.07687906521470529,0.14926512997931407,0.12120232177295719,-0.39596129378491285,-0.16114243455978672,0.18031452577344598,0.2546696589320636,-0.09110520324698984,-0.1420399140638848,-0.2070001682465985,-0.2872548924987781,-0.16619500614411056,-0.1141589468367391,-0.12212538617374685,0.048015336498201625,-0.07338497603455822,0.006395564516082146,-0.11732711009201863,-0.0235572785572128,-0.14811407986356256,-0.30757970300374593,0.07799012315628462,-0.06567425591956412,-0.09689321067850006,-0.04428374916061865,0.07905821038272738,-0.09835625371336465,-0.021316320726550698,0.06398392616849033,0.029426393740660025,0.15233431253711843,-0.011992094875187527,-0.003604360518407062,-0.2139263330197471,0.19349063411423548,-0.11517557971167179,0.08604823420031149,0.021888524062547966,-0.03713836426571698,0.11476519853830675,-0.19671397824250408,-0.08743506295504005,-0.1562306596170189,-0.17794396710685512,-0.025264917680127553,0.0006436373872245782
BLBT,0.16645836261264388,0.11766506834691781,-0.09162964650446384,0.0959492111432993,-0.10605954794678216,-0.09184693003363555,-0.023094386119007076,-0.182554778463692,-0.02737838094190976,0.09449580391992106,-0.08176213033824314,-0.02042591687049707,0.06857157774607367,-0.00388951455633449,0.10493977735562854,0.008745159142200266,-0.03183592895123508,-0.1875696930456776,-0.1456606556648723,0.0678952611366844,0.18087796606430667,0.13276447760913157,0.007288429645934449,-0.03496143669386841,-0.08769482091809688,-0.10407946625155842,-0.08863693899292147,-0.13742340064476444,-0.18649277289225466,-0.2343096189444255,-0.22937602911505675,0.10734799282034074,0.06756782664237018,-0.2828922542129763,0.13382484224618277,0.022853826558797002,-0.0807660640900238,0.27413649238692944,-0.14759848063158673,0.14842734312806,-0.21167395602340572,-0.037505719495013995,-0.30208782763353265,0.11311621964569638,0.10211308208020738,-0.16666963744956415,-0.18626233585016713,0.2603481768427534
BENI,0.17845960607712352,-0.1656146431167655,0.027921374018750663,0.09356752011083701,0.12418563905430922,0.03467513533124803,0.005427639598799322,0.019890809762069975,-0.03760361083654987,-0.09103354543603315,0.14770147006228404,0.04377873596769726,0.020398674810483363,0.0875226970856224,0.04842976667669066,-0.06134699362496589,-0.06434222952079634,-0.08096408010795361,-0.04831115498349723,-0.18109083653336924,-0.10592318360448975,0.09094150840729909,-0.09686572480217534,-0.05196482995593043,0.124309521296299,-0.027193728034912976,0.003514970166786639,-0.07470524364622085,0.1113099148716872,-0.26261755119556773,0.03193134648480606,-0.053218060820303205,-0.09448039419132331,-0.08964243101825803,-0.18255953270034744,-0.06907222185258251,-0.05554609039216236,-0.19510066369078194,0.04515316048636662,-0.024448195582254008,-0.13822098747127698,-0.11839013267032955,0.30788427378990196,-0.08249205881947332,0.0710533036094424,-0.04502644063733626,-0.26210464889574236,0.3754860824392313
ITPA,0.15226479069440288,0.14441016482278704,-0.16456131294786333,0.039704169950885895,-0.12993409257687305,-0.026939096449853095,-0.18376854110381197,0.3260397642711522,0.01622160961716901,-0.0028648665939906347,-0.13480311369801484,0.1471699209432492,-0.041718893825627934,0.06354919763850038,0.12711649887009666,0.07361482709346012,-0.03154218330381632,-0.12268807013230433,0.06424476778624358,-0.07130605272505719,0.0017621261130956645,-0.09400588571241196,0.10255225253072486,0.03542072868321723,0.08290904529146467,-0.06622660823182426,0.023229343771908894,0.05940253102540597,-0.1731710894572724,-0.1378500998186027,0.19799474380339038,0.024204990752123984,-0.1650857029243855,-0.1399821508030313,-0.1607572555614983,0.13420663489061993,0.03590278065456382,0.16112904940649753,0.049006798980095245,0.015966014124240337,-0.03795820340642068,0.02643061614747341,0.28438673389293717,0.032176965676069993,0.09888082299662092,-0.34973505452379794,-0.1343339515594751,-0.35505282321979686
HTRK,0.15185420094490992,-0.14716586987764352,0.021271495378247178,-0.09446770024527613,-0.0061792807545330486,0.1429720954250311,-0.1467001549605926,0.016010900754792376,0.02529316446358535,-0.0846074509899727,0.05725191983970206,0.1647802534594183,0.0360798658893605,-0.20591905352832474,0.05376433996385506,-0.08179040573884404,0.17347542537676897,-0.12271509004955693,-0.03561882834967252,-0.10384723146306202,-0.09387481155520142,0.17495384282009632,-0.06311604506700365,-0.12561351085719094,0.22744750196128866,0.16589333559113725,-0.2694560283611226,0.19604911468720962,-0.21283145227869615,0.16241655045073977,-0.2956101918547953,0.05281133815250341,-0.025477454046348304,-0.18623278158891396,0.08758415829594042,0.18414037582007894,0.011321397583179833,-0.07062337125176045,0.26903412084567885,0.2164343377688284,0.27729900227458415,0.032868298962531725,-0.021164124808454463,-0.05128960640198249,-0.027771243307114633,-0.03565237365830747,0.17268740869597032,0.10164801043799593
NGTE,0.13916293803329083,-0.09156952283911132,0.06386283412355293,0.06410266834591795,0.021534077521694256,-0.018164247426553627,-0.0035239550738246665,0.048681253879740136,-0.13911294207636898,-0.15234246417662406,-0.13155036861647357,-0.1584158480766033,-0.151640653603992,0.03618369269781697,0.36263769847111793,0.23931762687132527,0.20113207243244616,0.3824972537565235,0.019356745879572073,0.05799994206755936,-0.08594402977616343,0.40224056407266845,-0.08005192106587855,-0.0611466819684305,-0.07943871863883022,0.04361872282336135,-0.06494323843007585,-0.12183511535202761,-0.0288396522746664,0.23903777473336354,-0.06359972745198815,0.04527743580266918,0.002357655531788887,-0.05119436219086949,-0.04625451407067948,-0.21248872269413913,0.09172293539722913,0.16518003587747657,-0.06648484433029392,-0.07095658746539829,0.08229487250727342,0.12939625048956582,0.12457700605291706,0.09984859792532925,0.0752054836884495,0.02241563990110605,-0.16810834235062533,-0.10416416196970987
ILVX,0.19522018410867414,-0.131734790311857,0.004402301628051183,0.010517210466664286,0.02928580494348453,0.0698570329495005,0.08232660518172771,-0.02786218673229215,0.15088900113168074,-0.07352424437519675,0.004833842904382411,0.017016134725045255,0.09911145824088977,0.033791425511930276,-0.06303109980311716,-0.04881000483818843,0.12700591559038996,0.010853965878295818,0.05999652364340859,-0.009022876411165384,-0.038898339578028046,0.019363809041927353,-0.006100915328886814,-0.030013582801398906,-0.17001032775330394,-0.042098099531467925,-0.01434899428504723,-0.012955829232542135,0.0651843604948532,0.04869835307882079,0.034552073903711907,0.06359813652587402,0.019936877429918547,0.16657660637414715,0.03248625460133779,-0.14625516190257215,-0.04720560163131419,-0.03708383916392386,0.10288743638971518,-0.19990088281753385,-0.042361785243962724,-0.17179294418732458,0.005330164493017524,0.3445678757796777,-0.1400213596280218,-0.029821661817378376,-0.19509684085940193,0.25440722644839137
FCSG,0.10823161282804042,0.10529679639494459,-0.09253581918982218,-0.09319547762570886,-0.1694364733833169,-0.1833086656397973,0.00857286242003971,-0.15286420091610814,-0.20023474588646675,0.005857995904985943,0.47272643042489504,-0.2531455702602119,-0.23978011097570032,0.06032049273828374,0.23356900548835316,0.12427398217968003,-0.23504186577743222,0.09987269656845905,0.0829370002994102,0.059693072060855945,0.06455217128364539,-0.19299577244523144,-0.21972613056012233,-0.07054447303036024,0.1752986370739822,-0.08561310791751918,0.01072019966052078,0.19070877127962743,-0.02522386038385539,0.019950074148522495,0.015695033895298766,0.061620030739133434,-0.21757402367274534,0.040965566496050154,0.059801786809791944,0.09051174454058776,-0.06938241922062094,-0.04331029715156736,0.08408171775036366,-0.0341963409968464,0.139924692078633,-0.023532821476020892,-0.07500959085223752,-0.04787667667018526,-0.10040074261336675,0.016111633254322178,-0.15622769229158223,0.06852192778178062
FARS,0.1156705287474178,0.13907280317663245,-0.13029278809307174,0.26824161714843303,-0.08920203136007913,-0.12682102313401694,-0.2541199960229545,-0.17253450021614672,-0.09128077947294487,-0.018224175626422756,-0.13839817853741684,-0.1922022043223674,0.27641151518148555,0.03924729575238345,-0.21050711401352928,-0.08011659760425525,0.06359625544376261,0.07712213751578609,-0.024444916382297493,0.06918669988398422,0.31104636196745294,-0.11960903172986112,-0.00830201247247903,-0.07106576529285223,0.15449720106475823,0.08602178459155026,-0.18656662117153877,-0.13315495146661435,0.15223584924737557,0.32954027120460655,-0.16970142831041912,-0.007836337000523328,0.001093108181598924,0.025989021490886454,-0.0991922267918765,-0.07012522710838733,-0.11340006328621625,-0.11097238061439535,0.04808503655042173,-0.1289622378584624,-0.016966509621068954,-0.11443536313008862,0.04185741026214246,-0.2297513955396401,0.0834970589865537,-0.0683243804033061,-0.0813894253779503,-0.12830025970826905
MHRM,0.13198962987823554,0.14369126246955308,-0.21138356028286379,-0.2411960006318542,0.1834438288222794,-0.019829412989482705,-0.009704357894460012,-0.0002995398406741419,0.01763947208113826,0.013362744160342594,0.008800280149021135,-0.24786213819859798,0.16517199715968334,-0.012755652057596439,0.19073876463679915,0.038651746670353426,-0.11892555879349677,0.07023791461205842,-0.1490924007884108,-0.1618165768385634,-0.157932673278966,-0.04659936652322093,0.07786831917462801,0.04210628673233191,0.15006024396259876,0.04355817524750727,-0.21159163164635109,-0.023514722328521996,0.16437923489367934,-0.07541804399264165,0.14657129838775163,0.15331057097856268,0.31575456676696956,-0.09354876887496823,-0.08421481315381157,0.047246162611684316,0.05476522704111033,0.03253604973154432,-0.04864106877775576,-0.19288221839154227,0.0581945621568474,-0.13116612460832927,-0.19144185316231138,0.26667709200511125,-0.08346217969359308,-0.09153687672433589,0.2798508494813817,-0.08051001449750919
EAFC,0.1362881611398231,0.12076267704373304,-0.1934324589718778,-0.26424625558464265,0.3251796773182801,-0.06255207711482377,0.04868964308873482,0.00339594007521989,-0.07196299800626244,0.032048118507099946,-0.13988009120318975,0.027777285325867106,0.004003235584654249,-0.030453588792653103,-0.03491753626711418,-0.06285282550386619,0.05673533785660982,0.054655026802509256,0.05441578555536788,0.14682160206406858,-0.0612358407676014,0.013421248662760453,-0.08676764385404682,0.14532320999278306,-0.15881547020346343,-0.0006773206316801995,-0.1643998889924786,-0.06035592262529858,0.08825971512837631,-0.12886836276437108,-0.05140319767043845,-0.28266003305103565,-0.1064455005822026,0.016464605670321264,-0.10665115633732958,0.21065032655970425,0.054040457482636355,-0.03523958727428365,-0.26814903973278115,-0.10262534320053263,0.23967737411039738,0.2832548929266815,-0.05285350204165524,-0.3228918068887761,0.0756161467624362,-0.03880424912872005,-0.10087142637628259,0.18361312956354206
